Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,Self_Employed,625975,14,yes,1,2,10,2,3,1,2,condominium,12,Selangor,2,9796,806645,7907,Reject,8
6,Self_Employed,101773,18,no,1,2,10,2,3,1,2,condominium,12,Selangor,2,10562,697555,8745,Reject,9
6,Self_Employed,373385,23,yes,1,2,10,2,3,1,3,condominium,12,Selangor,2,5720,1353992,9332,Accept,6
6,Self_Employed,111851,12,no,1,2,10,2,3,1,1,condominium,12,Selangor,1,5842,1250931,13359,Accept,8
6,Self_Employed,761903,22,yes,1,2,10,2,3,1,3,condominium,12,Selangor,2,5889,1442036,17832,Reject,6
6,Self_Employed,486906,10,no,1,2,10,2,3,1,3,condominium,12,Selangor,1,12397,1084361,19974,Reject,9
6,Self_Employed,375825,10,yes,1,2,10,2,3,1,1,condominium,12,Selangor,3,11895,947503,10861,Accept,9
6,Self_Employed,120318,19,no,1,2,10,2,3,1,3,condominium,12,Selangor,2,8874,1270989,8533,Reject,8
6,Self_Employed,571759,24,yes,1,2,10,2,3,1,1,condominium,12,Selangor,2,5065,1196714,15772,Reject,8
6,Self_Employed,169167,18,no,1,2,10,2,3,1,1,condominium,12,Selangor,1,5396,704200,11669,Accept,8
6,Self_Employed,535218,22,yes,1,2,10,2,3,1,2,condominium,12,Selangor,3,5277,1298507,7696,Accept,8
6,Self_Employed,487714,12,no,1,2,10,2,3,1,1,condominium,12,Selangor,1,6921,981334,8254,Accept,7
6,Self_Employed,604448,22,yes,1,2,10,2,3,1,1,condominium,12,Selangor,1,11597,1446427,19486,Accept,7
6,Self_Employed,163397,18,no,1,2,10,2,3,1,2,condominium,12,Selangor,2,8867,814597,17978,Reject,7
6,Self_Employed,760898,21,yes,1,2,10,2,3,1,1,condominium,12,Selangor,1,11779,892300,13095,Reject,6
6,Self_Employed,714177,10,no,1,2,10,2,3,1,2,condominium,12,Selangor,1,11812,738309,19627,Accept,9
6,Self_Employed,614523,15,yes,1,2,10,2,3,1,2,condominium,12,Selangor,2,3933,500117,12069,Reject,7
6,Self_Employed,597143,21,no,1,2,10,2,3,1,2,condominium,12,Selangor,1,7361,447998,10849,Accept,8
6,Self_Employed,407561,20,yes,1,2,10,2,3,1,1,condominium,12,Selangor,3,8255,498672,16672,Accept,6
6,Self_Employed,640528,21,no,1,2,10,2,3,1,1,condominium,12,Selangor,1,4841,514139,12290,Accept,6
6,Self_Employed,444232,15,yes,1,2,10,2,3,1,2,condominium,12,Selangor,1,8416,1269704,16195,Accept,6
6,Self_Employed,191141,19,no,1,2,10,2,3,1,1,condominium,12,Selangor,2,11659,459835,10707,Accept,8
6,Self_Employed,474097,22,yes,1,2,10,2,3,1,3,condominium,12,Selangor,2,4835,1280341,11601,Accept,6
6,Self_Employed,252131,10,no,1,2,10,2,3,1,3,condominium,12,Selangor,3,6258,642398,13355,Reject,6
6,Self_Employed,525462,19,yes,1,2,10,2,3,1,2,condominium,12,Selangor,1,4011,876987,14281,Accept,7
6,Self_Employed,481693,14,no,1,2,10,2,3,1,2,condominium,12,Selangor,3,4544,1268362,18820,Accept,9
6,Self_Employed,485201,11,yes,1,2,10,2,3,1,1,condominium,12,Selangor,3,6029,654237,8051,Accept,7
6,Self_Employed,217631,18,no,1,2,10,2,3,1,1,condominium,12,Selangor,1,10762,824670,18085,Accept,8
6,Self_Employed,571064,13,yes,1,2,10,2,3,1,3,condominium,12,Selangor,3,4639,1351462,19727,Accept,9
6,Self_Employed,157102,21,no,1,2,10,2,3,1,2,condominium,12,Selangor,1,6838,502893,18094,Reject,7
6,Self_Employed,438651,13,yes,1,2,10,2,3,1,3,condominium,12,Selangor,3,7097,1114558,11438,Accept,9
6,Self_Employed,217296,18,no,1,2,10,2,3,1,1,condominium,12,Selangor,2,12078,1220529,19717,Accept,9
6,Self_Employed,651792,12,yes,1,2,10,2,3,1,3,condominium,12,Selangor,2,10140,1044126,9102,Accept,6
6,Self_Employed,699339,15,no,1,2,10,2,3,1,3,condominium,12,Selangor,1,5022,1246219,16492,Accept,7
4,employee,191980,19,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,4672,1084870,8833,Reject,8
4,employee,794279,14,no,1,2,11,5,3,3,2,condominium,10,Selangor,3,6052,727223,12542,Accept,9
4,employee,174217,15,yes,1,2,11,5,3,3,2,condominium,10,Selangor,3,4758,1259443,17014,Reject,7
4,employee,351879,21,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,10727,559009,11302,Reject,9
4,employee,422686,14,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,9097,700576,17204,Accept,8
4,employee,259411,14,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,11609,503237,10098,Reject,6
4,employee,135765,20,yes,1,2,11,5,3,3,3,condominium,10,Selangor,2,6668,1366780,13098,Accept,6
4,employee,359986,16,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,7415,1003190,19220,Accept,6
4,employee,693519,13,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,4556,1215403,7611,Reject,9
4,employee,614113,12,no,1,2,11,5,3,3,1,condominium,10,Selangor,3,9332,1030615,8000,Accept,7
4,employee,666159,10,yes,1,2,11,5,3,3,3,condominium,10,Selangor,3,9282,1426709,8205,Accept,6
4,employee,539990,23,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,9735,1400765,13224,Accept,6
4,employee,121616,18,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,10960,421251,12227,Reject,6
4,employee,316588,24,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,8098,804894,7614,Accept,9
4,employee,401795,20,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,9379,569987,10976,Accept,6
4,employee,325776,13,no,1,2,11,5,3,3,2,condominium,10,Selangor,3,11075,1049173,14025,Accept,7
4,employee,442615,17,yes,1,2,11,5,3,3,2,condominium,10,Selangor,1,4449,1291072,13089,Accept,8
4,employee,758621,12,no,1,2,11,5,3,3,2,condominium,10,Selangor,1,4686,624411,9566,Accept,7
4,employee,561031,23,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,7824,808669,13491,Accept,8
4,employee,251879,20,no,1,2,11,5,3,3,2,condominium,10,Selangor,1,10672,470683,10958,Accept,7
4,employee,729265,12,yes,1,2,11,5,3,3,3,condominium,10,Selangor,3,8144,1283187,9886,Reject,7
4,employee,543417,20,no,1,2,11,5,3,3,2,condominium,10,Selangor,3,8497,584462,10326,Accept,6
4,employee,731584,10,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,4971,1141813,15925,Accept,7
4,employee,270087,13,no,1,2,11,5,3,3,3,condominium,10,Selangor,2,6402,1228742,16626,Reject,7
4,employee,638027,12,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,11559,854342,13229,Reject,7
4,employee,744346,21,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,6416,934811,14859,Reject,6
4,employee,510019,10,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,12013,973818,16520,Accept,7
4,employee,327974,18,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,4626,903774,18121,Accept,8
4,employee,231573,23,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,8375,1319488,18381,Accept,9
4,employee,519843,22,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,10342,1030112,15944,Accept,6
4,employee,174606,23,yes,1,2,11,5,3,3,2,condominium,10,Selangor,3,3745,1329843,12645,Accept,6
4,employee,657630,11,no,1,2,11,5,3,3,2,condominium,10,Selangor,3,8120,1250565,7595,Reject,6
4,employee,612124,12,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,5355,875853,19160,Accept,7
4,employee,325522,12,no,1,2,11,5,3,3,2,condominium,10,Selangor,2,3690,1317165,11495,Accept,9
4,employee,709697,15,yes,1,2,11,5,3,3,3,condominium,10,Selangor,1,5244,1310838,9139,Accept,6
4,employee,303442,16,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,8816,1342002,18483,Accept,6
4,employee,466117,23,yes,1,2,11,5,3,3,3,condominium,10,Selangor,2,10902,613608,14541,Reject,9
4,employee,739671,14,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,6587,1386354,15468,Accept,9
4,employee,158951,23,yes,1,2,11,5,3,3,3,condominium,10,Selangor,2,10347,1189591,9621,Accept,7
4,employee,768227,10,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,7841,739375,18932,Accept,6
4,employee,126466,14,yes,1,2,11,5,3,3,1,condominium,10,Selangor,1,8067,1234236,16668,Accept,6
4,employee,622209,13,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,6615,1253154,16866,Reject,7
4,employee,528103,10,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,8214,1087889,17186,Accept,6
4,employee,390155,20,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,4343,595413,13922,Reject,9
4,employee,113707,14,yes,1,2,11,5,3,3,1,condominium,10,Selangor,1,3851,541604,17967,Accept,6
4,employee,757294,19,no,1,2,11,5,3,3,1,condominium,10,Selangor,3,10247,1281373,18334,Accept,7
4,employee,662723,15,yes,1,2,11,5,3,3,2,condominium,10,Selangor,3,11249,1012934,12354,Reject,6
4,employee,545674,13,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,5620,604906,12409,Accept,7
4,employee,724673,14,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,7163,782086,10438,Accept,8
4,employee,494596,23,no,1,2,11,5,3,3,2,condominium,10,Selangor,3,8671,659481,12146,Accept,7
4,employee,482458,13,yes,1,2,11,5,3,3,1,condominium,10,Selangor,1,12261,555916,7749,Accept,7
4,employee,307783,14,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,9956,541475,13855,Accept,7
4,employee,718250,20,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,9493,841883,15408,Reject,6
4,employee,684649,10,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,6076,792275,12516,Accept,9
4,employee,418743,16,yes,1,2,11,5,3,3,3,condominium,10,Selangor,3,8833,458970,14283,Accept,8
4,employee,720492,20,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,7582,519139,9378,Accept,8
4,employee,158830,12,yes,1,2,11,5,3,3,3,condominium,10,Selangor,3,6129,779708,18449,Accept,8
4,employee,462721,22,no,1,2,11,5,3,3,2,condominium,10,Selangor,2,9878,992639,13141,Accept,7
4,employee,186962,11,yes,1,2,11,5,3,3,1,condominium,10,Selangor,1,9052,818928,14496,Accept,8
4,employee,752211,19,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,8381,1252615,14170,Accept,9
4,employee,181808,12,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,12014,1243171,16992,Accept,9
4,employee,640073,12,no,1,2,11,5,3,3,1,condominium,10,Selangor,2,4453,1142989,9588,Accept,6
4,employee,281381,23,yes,1,2,11,5,3,3,1,condominium,10,Selangor,3,12132,1435664,15387,Accept,8
4,employee,420207,14,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,3740,801532,18158,Reject,7
4,employee,355342,12,yes,1,2,11,5,3,3,1,condominium,10,Selangor,2,9786,1416719,13128,Accept,6
4,employee,588891,21,no,1,2,11,5,3,3,2,condominium,10,Selangor,1,4179,1186885,11753,Accept,9
4,employee,641364,17,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,10755,1295815,8201,Accept,6
4,employee,124163,11,no,1,2,11,5,3,3,3,condominium,10,Selangor,2,9779,1200841,13813,Accept,8
4,employee,230698,23,yes,1,2,11,5,3,3,2,condominium,10,Selangor,3,7725,1083607,10611,Accept,8
4,employee,116437,23,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,8539,1072765,13722,Accept,8
4,employee,275773,12,yes,1,2,11,5,3,3,3,condominium,10,Selangor,2,6023,600262,18623,Accept,7
4,employee,455895,15,no,1,2,11,5,3,3,3,condominium,10,Selangor,3,8797,421344,13321,Accept,7
4,employee,759235,24,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,4004,431456,16243,Accept,8
4,employee,184394,17,no,1,2,11,5,3,3,2,condominium,10,Selangor,1,10899,752183,15088,Accept,9
4,employee,520881,19,yes,1,2,11,5,3,3,3,condominium,10,Selangor,3,9025,506801,17349,Accept,7
4,employee,576752,13,no,1,2,11,5,3,3,1,condominium,10,Selangor,1,8230,627257,16750,Accept,9
4,employee,783755,24,yes,1,2,11,5,3,3,3,condominium,10,Selangor,1,4428,511901,8057,Reject,7
4,employee,193519,11,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,9500,1248725,15827,Accept,7
4,employee,468759,10,yes,1,2,11,5,3,3,2,condominium,10,Selangor,2,5736,1265338,15414,Accept,7
4,employee,642934,22,no,1,2,11,5,3,3,3,condominium,10,Selangor,1,5417,1261763,8687,Accept,8
4,employee,626874,23,yes,1,2,11,5,3,3,3,condominium,10,Kuala Lumpur,1,8302,832739,18774,Reject,8
4,employee,382808,22,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,4964,901445,16887,Accept,6
4,employee,575061,15,yes,1,2,11,5,3,3,3,condominium,10,Kuala Lumpur,1,4456,555742,19295,Accept,8
4,employee,640588,10,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,1,12513,1306813,8847,Accept,6
4,employee,273102,11,yes,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,2,5779,960559,10252,Accept,7
4,employee,748531,10,no,1,2,11,5,3,3,3,condominium,10,Kuala Lumpur,1,5582,1316906,11895,Accept,7
4,employee,478099,19,yes,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,2,3946,1048240,14815,Accept,8
4,employee,606341,17,no,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,3,9586,708910,9354,Accept,8
4,employee,629996,24,yes,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,12245,462597,17591,Reject,8
4,employee,194781,11,no,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,3,5737,1060182,16555,Reject,9
4,employee,698049,12,yes,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,8247,1420479,8674,Accept,7
4,employee,798549,22,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,8974,673946,11371,Accept,8
4,employee,596816,20,yes,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,7241,746576,7587,Accept,9
4,employee,198093,12,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,3,4344,817300,17362,Reject,7
4,employee,394827,13,yes,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,9009,1334156,18319,Accept,8
4,employee,380690,20,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,2,6427,1114332,16751,Accept,6
4,employee,656740,15,yes,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,4693,1042157,15534,Accept,6
4,employee,771770,17,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,1,11433,508500,17103,Accept,6
4,employee,550668,24,yes,1,2,11,5,3,3,1,condominium,10,Kuala Lumpur,2,6090,1367194,8795,Accept,6
4,employee,181127,16,no,1,2,11,5,3,3,2,condominium,10,Kuala Lumpur,2,4675,1360757,18427,Accept,9
6,employee,352969,19,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,8337,1344679,19064,Accept,9
6,employee,193485,23,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,8938,1312040,12877,Accept,9
6,employee,758389,10,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,8732,551007,16619,Accept,8
6,employee,481879,13,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,5255,1029077,11482,Reject,6
6,employee,649792,12,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,9999,1186048,10961,Reject,6
6,employee,784320,17,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,8308,1237389,10209,Accept,6
6,employee,392487,20,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,1,12187,1076827,16494,Accept,8
6,employee,319486,15,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,4548,1281808,11003,Accept,8
6,employee,262829,16,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,6904,1347173,15685,Accept,7
6,employee,567578,23,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,5653,1295481,14145,Reject,9
6,employee,794933,13,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,2,10639,986496,8925,Accept,8
6,employee,794029,11,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,10328,1161224,18360,Accept,7
6,employee,764190,14,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,9009,1156049,17459,Reject,9
6,employee,725258,15,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,9762,1174842,17144,Reject,8
6,employee,342691,17,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,9987,1348551,19118,Reject,9
6,employee,597047,16,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,9629,867715,12611,Accept,9
6,employee,790337,13,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,7208,1121604,18948,Accept,9
6,employee,303147,12,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,10479,1015128,15100,Accept,8
6,employee,216901,11,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,6749,699890,9430,Accept,8
6,employee,241560,17,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,4226,660307,19554,Reject,9
6,employee,501093,22,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,2,9198,675616,16623,Accept,7
6,employee,276651,13,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,10202,1093779,18521,Accept,6
6,employee,387842,16,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,3969,1057396,7961,Accept,7
6,employee,193662,19,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,5027,1448366,9929,Accept,7
6,employee,553959,22,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,11391,1235688,9802,Accept,9
6,employee,773538,15,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,2,8621,644625,9474,Accept,7
6,employee,378309,15,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,1,5536,1194764,10731,Accept,6
6,employee,283981,21,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,5768,1239117,14473,Accept,7
6,employee,540418,24,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,4470,1129601,12993,Accept,9
6,employee,633691,17,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8235,679806,15835,Accept,8
6,employee,173002,15,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,1,11031,935944,9824,Accept,6
6,employee,477653,19,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,6564,981908,15489,Reject,9
6,employee,391140,14,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8109,1287840,15691,Accept,6
6,employee,100837,21,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,4844,876740,12731,Reject,6
6,employee,512246,18,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,5184,1346080,9524,Accept,6
6,employee,260794,16,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8909,825894,7978,Accept,7
6,employee,301909,14,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,4268,715112,11533,Accept,8
6,employee,105876,16,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,11070,851848,9436,Accept,6
6,employee,474268,10,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,9883,1161619,15111,Accept,7
6,employee,532050,22,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,2,7591,879381,11407,Reject,8
6,employee,729150,21,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,6544,757700,12954,Reject,9
6,employee,699890,18,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,11757,948346,14917,Accept,9
6,employee,525276,17,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,6044,991818,13501,Reject,7
6,employee,289302,20,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,3606,915964,13722,Accept,7
6,employee,763190,17,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,10307,1426668,12198,Accept,8
6,employee,215773,19,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,11567,857062,15472,Reject,6
6,employee,783020,22,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,1,12543,1041400,15092,Reject,6
6,employee,229112,17,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,4726,915568,16243,Accept,6
6,employee,420489,13,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,10431,847561,8436,Accept,6
6,employee,587086,12,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,5674,1136724,18015,Accept,9
6,employee,156946,15,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,7438,488177,12158,Accept,7
6,employee,158840,17,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,12432,604652,19054,Reject,9
6,employee,298701,21,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,9367,662611,7625,Accept,6
6,employee,655565,22,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,7933,862042,12048,Reject,7
6,employee,103406,20,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,3903,1238699,17650,Accept,7
6,employee,125416,12,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8474,903003,9323,Reject,9
6,employee,221509,14,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,10902,1231902,14631,Accept,7
6,employee,103425,10,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,5998,511073,16568,Accept,6
6,employee,651492,22,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,5826,1057718,15706,Accept,6
6,employee,700606,11,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,6898,1363624,15061,Reject,9
6,employee,390924,23,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,7803,1268379,10755,Reject,8
6,employee,452345,10,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,5887,1347706,16762,Accept,8
6,employee,361516,22,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,3833,1186678,13147,Accept,7
6,employee,438432,17,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,2,6493,1427823,8189,Accept,6
6,employee,736026,13,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,2,8729,889001,15146,Accept,7
6,employee,198318,10,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,11262,1011662,8031,Accept,8
6,employee,111234,13,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,6090,754040,16103,Reject,8
6,employee,504150,11,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,6979,1238460,18953,Accept,9
6,employee,144243,15,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,11948,1372157,7667,Reject,7
6,employee,553680,24,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,2,6538,853160,13087,Accept,6
6,employee,785339,20,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,7936,1427012,7658,Reject,7
6,employee,644003,19,no,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,1,6300,1333917,15054,Accept,9
6,employee,382980,11,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,5562,1173074,16514,Accept,8
6,employee,136609,22,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,11754,454679,11878,Accept,7
6,employee,664414,19,yes,1,2,12,4,2,3,3,condominium,10,Kuala Lumpur,3,9644,1363753,9730,Reject,7
6,employee,270008,20,no,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,1,8816,758726,12740,Accept,8
6,employee,477901,12,yes,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,1,11804,750892,15893,Reject,8
6,employee,129497,17,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,4067,989856,13795,Accept,9
6,employee,334085,15,yes,1,2,12,4,2,3,2,condominium,10,Kuala Lumpur,3,8683,842194,14852,Reject,6
6,employee,303293,10,no,1,2,12,4,2,3,1,condominium,10,Kuala Lumpur,3,5784,547859,10476,Accept,6
6,employee,439655,15,yes,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,1,11735,979148,8516,Accept,6
6,employee,420976,12,no,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,3,5822,425298,16649,Accept,9
6,employee,496233,22,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,3,3650,917494,18625,Accept,8
6,employee,467455,23,no,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,1,11832,684920,15469,Accept,8
6,employee,623116,21,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,2,5081,501903,7693,Accept,7
6,employee,647038,21,no,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,2,10943,694911,16698,Accept,6
6,employee,509978,16,yes,1,2,12,4,2,3,1,bungalow,10,Kuala Lumpur,2,11169,688426,9975,Accept,9
6,employee,233440,22,no,1,2,12,4,2,3,1,bungalow,10,Kuala Lumpur,3,11319,1370329,17511,Reject,8
6,employee,369172,10,yes,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,3,10486,703968,11479,Accept,9
6,employee,580096,22,no,1,2,12,4,2,3,1,bungalow,10,Kuala Lumpur,3,10949,669336,10347,Accept,7
6,employee,211122,19,yes,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,1,10818,1055678,19808,Accept,9
6,employee,596721,16,no,1,2,12,4,2,3,1,bungalow,10,Kuala Lumpur,2,5148,461466,11922,Reject,9
6,employee,570653,24,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,1,8033,639175,14105,Accept,8
6,employee,155541,12,no,1,2,12,4,2,3,1,bungalow,10,Kuala Lumpur,2,8157,651013,10024,Reject,8
6,employee,210412,17,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,2,8860,885727,10271,Accept,9
6,employee,664842,12,no,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,3,8714,710002,11093,Reject,9
6,employee,519789,21,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,2,12104,1088198,17202,Reject,7
6,employee,715324,17,no,1,2,12,4,2,3,3,bungalow,10,Kuala Lumpur,2,3720,1185853,18718,Accept,8
6,employee,775128,14,yes,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,1,4109,588205,8363,Reject,9
6,employee,627141,16,no,1,2,12,4,2,3,2,bungalow,10,Kuala Lumpur,1,5481,1229736,17536,Accept,9
5,employee,739872,17,yes,1,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,2,8549,631369,18765,Accept,9
5,employee,789488,20,no,1,2,13,4,2,1,3,bungalow,13,Kuala Lumpur,3,6729,691730,9635,Accept,6
